zip disease count
92231 PNF 4
92865 PNF 6
91766 HOM 13
94515 INJ 2
94574 HTD 31
92119 STK 21
92313 HOM 0
90402 HTD 25
91362 DIA 3
94702 HOM 1
94113 DIA 0
95376 HTD 69
95452 INJ 0
91505 CLD 15
91354 HTD 10
95492 CAN 34
96089 CLD 0
92684 CAN 0
90713 STK 17
90291 PNF 4
93254 HOM 0
99999 INJ 308
91785 STK 0
91737 HYP 1
92545 ALZ 19
95123 NEP 2
95521 HTD 15
96006 DIA 0
92506 HOM 1
93036 HYP 5
95076 STK 25
92407 SUI 7
94542 CLD 3
91401 LIV 2
92883 PNF 1
93280 LIV 1
95470 CLD 2
95629 OTH 1
93252 HTD 8
91342 HTD 141
93030 CAN 73
93227 CAN 3
93117 CLD 8
96073 PNF 1
93631 INJ 3
91977 LIV 5
90014 NEP 0
94930 NEP 0
96103 HTD 6
95383 NEP 0
94599 INJ 2
93444 OTH 29
95526 LIV 0
95643 CLD 0
90723 HYP 0
94964 LIV 0
95926 SUI 5
92102 HYP 5
93305 OTH 74
91911 CLD 27
95322 INJ 3
95926 NEP 4
93066 LIV 1
92703 PNF 12
90043 ALZ 19
90755 SUI 0
93560 DIA 5
92624 NEP 0
95831 OTH 73
90046 ALZ 14
91932 ALZ 3
92352 CLD 2
93446 HOM 0
93243 CLD 1
90293 HTD 13
90025 NEP 0
92321 STK 0
95116 HOM 2
95570 CAN 6
94005 LIV 1
90303 LIV 5
93307 DIA 13
93536 PNF 23
93203 HYP 0
91321 DIA 4
93422 DIA 5
91202 INJ 3
93012 HOM 0
95838 OTH 76
94501 SUI 11
95454 INJ 0
93727 NEP 0
92567 CAN 16
90650 SUI 2
90202 STK 0
95471 LIV 0
91335 INJ 15
94612 HOM 0
95678 STK 23
92109 PNF 11
92801 HYP 4
95639 PNF 1
95466 INJ 0
95054 STK 4
91501 NEP 1
92024 ALZ 20
92114 HYP 6
92374 LIV 6
95221 HTD 7
96039 CAN 3
92372 STK 3
95713 DIA 1
95225 HOM 0
94040 INJ 8
92706 INJ 9
95674 PNF 2
94561 ALZ 3
94609 CLD 8
90802 LIV 4
93920 HOM 0
91776 ALZ 5
95257 NEP 0
95612 NEP 0
93940 STK 35
92660 HOM 1
92309 STK 0
93550 HYP 2
92268 PNF 1
95125 ALZ 20
92109 HYP 3
95242 OTH 38
93526 HTD 3
92669 HOM 0
95503 CLD 16
95338 LIV 1
95694 HYP 0
96084 ALZ 0
94547 HTD 20
95601 DIA 0
94134 NEP 0
90802 DIA 3
94522 NEP 0
90039 HTD 71
93422 DIA 6
95051 ALZ 10
93665 OTH 2
92405 SUI 4
92241 NEP 0
92211 ALZ 5
95966 CAN 98
95935 ALZ 0
92548 NEP 0
90018 OTH 55
90038 PNF 4
95452 OTH 1
94951 DIA 1
95365 CLD 0
96014 OTH 2
95311 PNF 1
94030 INJ 2
91764 HYP 1
93668 SUI 0
92407 HYP 6
95640 DIA 2
92395 OTH 75
92870 STK 17
95436 PNF 0
91741 SUI 1
91105 SUI 1
92070 HYP 1
92627 HTD 89
93555 LIV 6
90260 HYP 1
90305 STK 14
92021 LIV 5
96104 HYP 0
94607 SUI 2
92086 INJ 0
95033 NEP 0
95645 SUI 0
93291 HYP 7
95936 HYP 0
92225 NEP 0
92640 CAN 1
93218 DIA 0
93501 HOM 0
96052 INJ 1
92104 NEP 0
91790 SUI 4
95220 LIV 1
94956 ALZ 0
92344 CAN 6
96027 NEP 1
95692 STK 0
94973 HOM 0
92252 STK 5
93654 INJ 11
92553 PNF 31
95039 INJ 3
91106 PNF 11
95255 LIV 0
93222 HTD 4
92009 STK 18
90401 ALZ 2
92655 CAN 18
93925 CAN 0
92637 HOM 0
91320 NEP 0
93239 PNF 0
94542 HOM 0
92618 CLD 2
93523 HYP 0
95616 CAN 53
95060 ALZ 13
92508 INJ 2
93110 SUI 0
92025 CLD 29
90013 CAN 19
90703 HOM 3
92102 OTH 51
95002 STK 1
91367 OTH 38
93725 HTD 34
91355 OTH 26
92078 CLD 3
90270 HTD 24
90036 HYP 0
90301 DIA 8
95012 CLD 2
95987 HYP 1
92604 DIA 4
94929 HYP 0
95698 HTD 2
95441 STK 0
93446 HYP 0
91355 INJ 4
92161 ALZ 0
92352 SUI 3
90040 HOM 1
95255 CLD 2
94956 SUI 1
95008 HTD 61
95361 HYP 1
95388 HYP 2
95961 DIA 2
92011 PNF 0
93263 HTD 26
95366 STK 4
95351 ALZ 1
91103 OTH 44
93905 CLD 4
94610 DIA 5
95970 HTD 1
94304 HTD 3
94805 INJ 4
91724 INJ 4
93657 OTH 52
92179 LIV 2
90004 HYP 7
92131 CLD 8
91107 NEP 0
94087 CAN 85
95695 INJ 8
96088 CLD 4
95203 DIA 5
91325 SUI 2
91763 STK 17
92660 HOM 1
95206 HTD 70
90302 SUI 3
95682 CLD 13
92887 SUI 2
93101 HOM 0
92054 HOM 4
90029 LIV 1
90062 CLD 7
93224 HOM 0
93238 SUI 0
95633 CAN 5
94403 HYP 2
95121 CAN 28
95555 ALZ 0
93063 STK 15
94585 HOM 1
95476 CAN 89
94801 HYP 6
91917 OTH 4
95614 LIV 0
95416 SUI 0
92268 HYP 0
91748 INJ 3
93706 PNF 12
95603 CLD 19
95619 HYP 0
95616 DIA 6
95682 DIA 2
93314 NEP 1
91355 DIA 4
92220 ALZ 2
90007 SUI 2
94901 HYP 0
99998 CLD 73
93442 SUI 3
91752 PNF 6
90247 PNF 11
93256 OTH 6
93274 LIV 8
95949 DIA 5
92249 HYP 2
91773 STK 16
94547 STK 11
93455 SUI 2
93003 SUI 8
94710 ALZ 1
95606 INJ 0
94801 SUI 1
94619 HYP 0
93675 CAN 9
93247 PNF 3
92501 INJ 6
92091 SUI 0
91381 HTD 11
94603 NEP 0
95125 CLD 26
92582 PNF 2
93555 HYP 6
93643 CAN 7
92707 CLD 9
90045 OTH 42
91351 PNF 8
95971 HOM 0
92802 DIA 7
90815 ALZ 16
92325 CAN 15
95660 NEP 4
90044 HTD 145
94559 LIV 1
95713 NEP 0
95656 HOM 0
95076 ALZ 4
95012 ALZ 0
92317 HOM 0
92320 HTD 30
92835 PNF 8
93012 OTH 66
95962 INJ 0
95019 HYP 0
92027 HYP 0
94510 SUI 1
92369 OTH 3
95066 INJ 6
92821 HTD 63
95231 DIA 1
95540 PNF 2
95336 DIA 12
95497 PNF 0
95628 ALZ 22
95253 CLD 1
92009 STK 15
95570 PNF 0
91741 LIV 6
92504 HYP 5
92504 INJ 25
92661 NEP 0
90023 NEP 4
93021 PNF 0
95336 SUI 7
93620 HYP 0
93609 LIV 0
92203 CLD 0
90621 LIV 3
91769 HOM 0
95322 DIA 3
92309 PNF 0
95019 DIA 2
91320 DIA 6
91506 LIV 1
95926 CAN 52
93950 HOM 0
91720 CAN 0
91901 HYP 0
92782 INJ 0
96097 HYP 0
95321 HYP 0
92840 CAN 78
94610 HYP 3
95388 LIV 0
94536 LIV 3
92071 DIA 13
94603 HYP 4
93662 NEP 0
95356 DIA 3
95677 HOM 0
91766 STK 13
93527 HTD 9
90290 CAN 6
95254 LIV 0
92555 STK 9
93618 CAN 26
95046 DIA 1
93953 INJ 4
94514 DIA 0
90062 HOM 12
92626 PNF 8
92161 CLD 3
94619 DIA 1
92110 INJ 8
92661 NEP 0
90713 SUI 2
92106 STK 14
95641 HOM 0
92083 CLD 14
91710 INJ 15
94949 HYP 2
94546 HOM 3
92561 HOM 0
92369 OTH 1
96120 OTH 1
93242 STK 2
96069 DIA 0
92626 HTD 73
95255 HOM 0
94960 HTD 16
91752 PNF 5
94949 DIA 3
95945 SUI 3
95677 CLD 13
92373 SUI 4
93923 SUI 2
90720 HOM 0
90046 HOM 2
94105 ALZ 0
92274 HTD 16
93230 SUI 7
96024 OTH 2
95492 INJ 5
93250 NEP 0
91020 OTH 12
94401 SUI 7
92869 STK 10
91362 HTD 52
94580 CAN 47
93630 OTH 22
95415 LIV 0
94604 HYP 0
92663 STK 8
95410 LIV 0
94801 ALZ 1
93610 SUI 2
96019 ALZ 1
95255 CLD 1
95327 SUI 1
93235 CAN 7
90210 STK 20
92347 STK 1
92518 OTH 13
94027 PNF 3
92676 SUI 0
95536 SUI 1
93619 DIA 6
92230 HYP 0
91423 CLD 8
94601 ALZ 9
92399 DIA 19
93430 STK 0
94940 STK 0
93640 CAN 6
94043 ALZ 5
92057 HOM 2
91387 HOM 1
93616 STK 0
96092 CLD 0
94544 OTH 94
90024 STK 28
95819 PNF 7
96041 NEP 0
91436 HTD 29
92161 CLD 1
92105 LIV 8
95956 OTH 2
95247 STK 1
92377 SUI 1
92643 HTD 1
96013 CAN 10
92591 CLD 7
93621 OTH 2
95066 CLD 3
95363 CLD 1
95659 ALZ 0
95320 SUI 2
96020 DIA 1
95987 INJ 0
94901 OTH 56
92405 NEP 0
95345 HTD 3
92553 SUI 7
95762 INJ 9
93527 LIV 0
96101 OTH 11
92626 CLD 19
90211 HOM 0
92808 CLD 3
91915 STK 4
93311 STK 8
91205 SUI 4
93241 ALZ 0
92683 HYP 5
91773 HTD 108
93612 OTH 69
95033 HOM 0
93505 ALZ 2
96048 INJ 2
96075 PNF 0
91602 CAN 19
92394 HYP 3
92363 HTD 15
96091 HYP 0
93402 NEP 0
95453 CLD 16
93513 CLD 1
92352 NEP 0
95010 SUI 3
95436 OTH 8
93908 OTH 7
95901 OTH 49
95257 HYP 0
93608 PNF 0
91932 SUI 6
90807 ALZ 8
92373 STK 22
95461 HOM 0
94560 PNF 6
91501 ALZ 5
95830 CLD 0
95564 PNF 0
93624 LIV 0
95014 ALZ 9
94577 DIA 7
94578 CAN 64
92067 DIA 1
95993 PNF 5
96151 HOM 0
94038 CLD 1
95003 HOM 0
92256 HTD 15
91321 PNF 10
95993 OTH 47
95338 INJ 6
92106 OTH 28
94303 SUI 1
95972 HOM 0
91606 INJ 11
92782 CLD 3
93648 DIA 2
94954 ALZ 27
92604 CLD 8
94965 PNF 2
93272 HYP 0
90504 NEP 0
95242 DIA 1
91364 NEP 0
93553 HOM 0
95227 STK 1
90026 CLD 15
92308 SUI 5
93442 ALZ 10
95453 SUI 4
94572 SUI 1
92644 CAN 0
94706 STK 7
95621 INJ 13
92661 CLD 0
91746 HTD 47
93527 PNF 2
91744 ALZ 4
93643 SUI 1
95932 STK 4
93201 STK 0
95973 SUI 5
92004 OTH 7
94606 NEP 0
95912 OTH 3
95340 CLD 19
95240 DIA 16
91905 STK 2
92273 PNF 1
90010 HYP 1
94567 STK 0
94105 CAN 2
90277 CLD 16
93223 CAN 12
91203 STK 6
95452 HOM 0
96041 CLD 3
92545 ALZ 14
93010 CLD 16
95817 HOM 0
90035 PNF 17
94920 CAN 23
90221 OTH 36
93662 CAN 26
90045 STK 12
94556 SUI 1
90670 DIA 13
95427 STK 0
96002 ALZ 11
96080 DIA 4
93505 STK 1
90011 CAN 76
92108 STK 3
94947 SUI 3
94606 CLD 12
94005 NEP 0
92339 HYP 0
92397 INJ 2
92354 PNF 6
95138 PNF 3
90044 STK 34
92661 PNF 0
92841 CAN 46
92586 NEP 7
91411 STK 7
92275 SUI 0
92220 OTH 58
95249 SUI 0
93277 PNF 20
95003 HTD 43
92242 HTD 2
95536 STK 0
94598 CLD 15
94703 HTD 25
91722 CLD 10
95442 LIV 0
95765 LIV 1
93535 STK 28
95372 PNF 1
95118 HYP 0
95422 PNF 4
93265 DIA 1
92676 SUI 1
92305 OTH 2
93041 DIA 3
94552 HYP 0
91942 HOM 0
90015 NEP 0
92101 HTD 89
95212 INJ 3
95019 OTH 8
95018 HTD 11
93222 HTD 2
95602 NEP 0
92596 ALZ 1
91764 STK 10
93711 LIV 1
90603 CLD 10
93453 LIV 0
93638 INJ 20
94525 STK 4
90042 HYP 4
92504 INJ 16
90012 PNF 5
95014 HYP 5
95820 SUI 6
96024 LIV 1
93667 CLD 0
92821 PNF 8
95684 SUI 2
92802 OTH 36
93523 INJ 0
96048 STK 0
96103 PNF 1
92707 CAN 33
95223 DIA 0
91744 CAN 89
91932 HYP 0
95945 HYP 6
95684 NEP 0
93636 INJ 1
95666 CLD 4
92139 ALZ 6
91768 HTD 43
91762 CLD 22
92561 HYP 0
95368 CLD 0
95437 LIV 8
95650 OTH 7
95321 PNF 0
93702 CLD 11
95660 INJ 10
95722 HTD 13
94133 CAN 61
92081 OTH 20
94949 PNF 2
93226 PNF 0
92081 NEP 1
94505 DIA 0
92626 HYP 3
90010 PNF 2
95410 HTD 1
95245 SUI 0
91040 INJ 5
90254 HOM 0
92536 LIV 2
92223 OTH 32
93455 LIV 2
95338 HOM 0
91214 CLD 6
95435 CLD 0
94703 ALZ 4
96034 NEP 0
91733 STK 11
92056 INJ 21
95464 CAN 16
95327 INJ 4
96065 LIV 0
95348 NEP 0
90242 SUI 1
94960 HYP 1
94525 HTD 5
92004 NEP 0
92071 HTD 81
92617 ALZ 1
90014 HYP 1
94553 PNF 6
95926 HTD 61
95993 HTD 66
92714 INJ 2
92283 OTH 2
90292 OTH 15
94523 INJ 30
95627 ALZ 1
92881 OTH 15
91962 SUI 0
95830 DIA 0
91706 SUI 4
92285 CLD 6
95955 HOM 0
91352 ALZ 1
92173 STK 7
95220 HTD 17
90046 SUI 3
92329 INJ 0
95462 CAN 8
95687 DIA 7
92410 HOM 0
93526 STK 1
95953 INJ 3
94044 ALZ 9
91326 DIA 7
93210 HTD 21
92284 CLD 42
95531 STK 10
93730 PNF 3
94574 INJ 1
92113 CLD 7
96096 ALZ 0
91701 OTH 42
90631 OTH 61
91364 OTH 29
93618 SUI 1
96145 SUI 0
91766 NEP 0
90716 HYP 0
95465 HYP 0
95963 HTD 23
94578 LIV 1
90249 SUI 2
93013 SUI 5
95819 NEP 0
92780 HTD 52
94609 ALZ 3
91755 LIV 4
92539 STK 4
92555 INJ 11
96087 CAN 3
92310 DIA 0
95246 DIA 1
92661 CLD 3
92083 CAN 90
91913 HYP 0
95762 SUI 2
95138 STK 4
92027 HTD 99
95374 LIV 0
92344 HTD 18
92322 CLD 1
92780 STK 24
90007 OTH 22
94122 LIV 3
94110 HTD 134
93271 HTD 3
93612 SUI 2
92275 SUI 0
92562 PNF 7
96019 HYP 0
94117 STK 8
95206 INJ 20
93609 HOM 2
95355 HYP 0
96054 NEP 0
92544 HYP 9
95608 CAN 157
92883 HTD 24
90003 HYP 3
94621 LIV 4
95470 NEP 0
95919 SUI 1
91915 INJ 2
92555 CAN 30
95684 HOM 0
95403 OTH 51
94534 HYP 0
96064 OTH 18
95628 SUI 3
94037 INJ 0
92067 CLD 2
94924 CLD 0
91505 DIA 5
92381 HOM 0
90602 CAN 41
91780 OTH 30
91916 HTD 5
94511 INJ 2
95228 CLD 1
95546 INJ 4
95696 CLD 0
94019 LIV 1
95319 OTH 4
95132 OTH 24
92336 SUI 4
92107 LIV 7
95315 HYP 0
92391 HTD 2
95816 OTH 14
95035 PNF 7
94118 ALZ 7
90631 HTD 136
92105 ALZ 12
95971 INJ 0
93258 HYP 0
92508 STK 5
96087 HOM 0
93654 SUI 1
95466 STK 0
95246 HOM 0
93219 HTD 11
92113 LIV 5
96150 CLD 8
95641 NEP 0
91105 ALZ 8
91917 DIA 1
92606 CAN 18
92264 OTH 59
95448 PNF 4
96013 DIA 3
95469 HYP 0
90291 OTH 24
92277 PNF 5
91761 OTH 39
92887 NEP 0
92129 STK 13
92651 OTH 29
92347 HYP 0
90670 CLD 9
91776 OTH 40
92610 CLD 0
93523 PNF 0
95570 CAN 7
95139 STK 2
94115 DIA 8
95471 LIV 0
92870 STK 25
95655 HYP 0
90603 SUI 1
92660 NEP 0
95424 NEP 0
95446 HOM 0
95662 NEP 0
95223 SUI 1
95963 HOM 0
95469 LIV 0
93560 HTD 28
92507 ALZ 7
90621 CAN 41
90042 PNF 18
92065 CLD 10
95338 LIV 1
95340 INJ 29
92254 STK 1
90245 CLD 7
95493 ALZ 0
93940 SUI 4
95360 HYP 0
92821 OTH 25
95031 CAN 0
95634 PNF 0
95612 CLD 1
95642 NEP 0
95947 HOM 0
95446 INJ 1
95692 OTH 3
90069 PNF 4
93105 OTH 66
92584 CAN 48
94518 ALZ 23
95692 HYP 1
95033 HYP 0
95664 HOM 0
95355 INJ 23
90810 HTD 90
95480 PNF 0
92231 NEP 6
92644 HTD 2
95661 ALZ 18
90063 PNF 13
90026 ALZ 10
93012 INJ 15
91335 HOM 4
94028 SUI 0
96142 LIV 0
94589 STK 14
95023 ALZ 5
92029 LIV 0
91367 CLD 8
92806 LIV 3
91916 CAN 4
94523 PNF 14
95210 ALZ 6
92602 ALZ 1
95688 OTH 38
95612 HYP 0
92692 HTD 82
90042 INJ 17
94702 HOM 0
95322 HTD 15
95222 PNF 1
95689 HYP 0
95033 HYP 0
92643 STK 1
91201 INJ 7
92263 HOM 0
94002 HOM 1
90266 HYP 4
93532 HTD 5
96073 INJ 2
95346 INJ 1
90003 SUI 3
92882 DIA 11
95407 HTD 39
92008 SUI 4
91364 PNF 6
95340 ALZ 10
90006 STK 22
90036 NEP 0
96025 CLD 2
95842 INJ 6
90006 DIA 11
93901 INJ 11
95663 NEP 0
94110 LIV 13
92407 SUI 3
93722 ALZ 10
92365 HTD 13
94041 STK 4
92549 SUI 2
90007 CAN 26
91803 DIA 9
93426 INJ 1
91377 HYP 0
95536 NEP 0
95324 INJ 1
95776 LIV 1
96093 INJ 4
91355 CAN 44
93705 STK 18
95363 PNF 3
95236 CAN 4
90302 HYP 0
91702 ALZ 5
95382 SUI 2
95039 PNF 1
94709 NEP 0
95683 HOM 0
93265 HTD 11
95671 PNF 0
92832 SUI 2
95322 STK 5
95464 CLD 2
95251 STK 0
92860 HOM 0
93255 ALZ 0
90660 CAN 91
92009 PNF 5
92841 NEP 0
95490 HOM 0
95303 STK 0
95113 CAN 2
94122 NEP 0
92329 HTD 3
95979 HOM 0
91719 SUI 3
92173 HOM 1
93641 STK 0
95938 CAN 2
94117 LIV 5
92621 HOM 0
92037 CAN 82
91911 DIA 26
93063 NEP 0
95601 SUI 0
95442 OTH 3
95227 CLD 0
91301 NEP 0
93219 OTH 5
94544 SUI 5
92070 HOM 0
96062 SUI 0
93066 DIA 0
93458 CAN 28
95451 INJ 6
95357 NEP 1
90067 CAN 11
92308 HTD 81
91906 ALZ 0
91007 HYP 0
95660 PNF 10
90013 INJ 6
92359 CLD 3
93313 INJ 15
90503 HTD 118
92227 PNF 12
96027 NEP 0
92861 STK 2
94028 ALZ 4
90603 NEP 0
92411 HOM 9
95641 HYP 0
95370 INJ 17
94501 INJ 9
91730 INJ 5
91913 LIV 1
91780 CAN 69
95941 INJ 1
95054 CLD 2
94928 STK 24
95656 ALZ 0
91786 SUI 5
91108 SUI 1
93405 CAN 20
94930 CAN 16
93286 HYP 0
92301 DIA 6
93535 CLD 44
93223 PNF 4
91770 STK 23
93207 NEP 0
90266 NEP 0
90810 DIA 10
95372 DIA 0
90068 STK 7
95675 HOM 0
93543 SUI 1
95237 DIA 4
95828 NEP 3
92683 STK 42
95943 HTD 1
90006 STK 15
92612 PNF 2
95032 DIA 5
96088 NEP 0
95614 INJ 3
91405 OTH 36
90077 DIA 0
90250 SUI 5
93442 LIV 3
93234 OTH 3
95230 CLD 1
95422 HYP 1
92101 CAN 50
90604 ALZ 2
95372 STK 1
95361 SUI 1
91768 SUI 2
91321 LIV 2
92561 DIA 0
92315 CAN 11
90731 LIV 6
93277 STK 26
92201 INJ 12
91208 OTH 14
93726 INJ 14
92661 HTD 4
95684 OTH 4
92548 HOM 0
91010 ALZ 6
91932 NEP 0
90502 HOM 1
95690 HOM 0
90001 ALZ 4
92372 SUI 0
91711 CLD 18
93622 OTH 11
95219 HYP 0
95221 CLD 1
94043 DIA 4
93513 CLD 1
93615 HTD 5
91761 OTH 37
95843 OTH 17
93710 LIV 1
92626 OTH 53
93728 CLD 8
95776 LIV 2
92679 HYP 0
90601 HTD 60
90274 INJ 5
96054 HOM 0
90043 LIV 8
96078 HOM 1
91776 LIV 7
92234 SUI 8
95236 LIV 0
95467 DIA 1
92620 SUI 1
95066 CAN 22
95687 CAN 99
95446 HOM 0
95254 CLD 0
91977 LIV 2
92117 HTD 130
94607 INJ 8
95612 CAN 8
90046 ALZ 8
94609 STK 15
93270 LIV 0
95631 CAN 8
92706 HYP 2
92313 OTH 16
95814 CAN 26
92371 CAN 18
95345 OTH 0
92284 INJ 10
95370 ALZ 5
95555 HTD 3
91384 ALZ 1
95035 HTD 57
95971 HYP 0
94608 HYP 4
95620 OTH 19
95722 HYP 0
94513 ALZ 26
95630 ALZ 23
95311 ALZ 0
92688 INJ 9
92128 INJ 11
95404 SUI 5
90270 ALZ 0
95666 NEP 1
90713 OTH 25
93202 DIA 0
91411 INJ 5
92708 OTH 80
92632 OTH 2
93535 INJ 24
95988 ALZ 2
91108 HOM 0
95843 LIV 0
91606 NEP 0
92057 SUI 3
91789 HOM 0
90706 LIV 6
90025 HOM 2
94597 SUI 3
94710 HOM 0
95148 LIV 2
95829 NEP 0
93206 HTD 1
92509 NEP 0
92227 LIV 6
95686 HOM 0
94965 CAN 16
95355 LIV 6
92585 CAN 25
91754 ALZ 20
93063 NEP 0
93001 LIV 3
95304 DIA 3
95604 NEP 0
91767 ALZ 6
95638 DIA 0
96007 HYP 0
94020 SUI 0
94583 STK 8
92694 HYP 0
92008 OTH 57
92562 HYP 11
93618 DIA 3
91384 NEP 0
95695 CAN 64
94546 CAN 103
95956 PNF 1
92103 HYP 0
91724 OTH 17
95221 NEP 0
94610 ALZ 2
95360 NEP 1
95410 DIA 0
93960 DIA 6
92227 CLD 9
94566 HYP 1
92832 PNF 2
93543 LIV 2
91607 CAN 48
93257 INJ 41
93454 ALZ 7
93460 LIV 0
91504 OTH 27
90010 HOM 0
90057 LIV 3
94086 ALZ 7
90047 CLD 22
93609 STK 3
93609 ALZ 0
96080 INJ 13
91740 LIV 1
95490 DIA 2
90007 HTD 38
92595 NEP 2
95357 HOM 0
93463 HOM 2
95458 SUI 2
94703 CLD 2
96020 HTD 11
90742 SUI 1
95215 CLD 12
95360 CLD 1
96032 HTD 1
90291 HTD 28
91740 ALZ 7
95415 HYP 0
95212 CLD 5
92391 CLD 0
92201 LIV 6
95570 DIA 1
95421 CLD 1
96051 ALZ 0
95567 SUI 0
93927 DIA 1
95442 CLD 0
91962 STK 0
93728 CAN 26
90033 STK 24
92807 HOM 0
93420 DIA 5
93012 SUI 3
92101 PNF 9
95219 PNF 4
90221 INJ 16
95603 DIA 6
91744 PNF 16
95975 HTD 1
95959 NEP 0
92273 CLD 0
95552 STK 0
92676 INJ 0
95695 HOM 0
92807 NEP 0
94514 SUI 0
95926 ALZ 22
95673 OTH 23
95248 DIA 1
90036 CAN 52
95229 HTD 1
90067 PNF 2
95002 OTH 2
94509 ALZ 8
93730 HYP 0
91354 ALZ 1
90808 HOM 0
95912 HOM 0
93725 SUI 3
94904 HYP 2
94038 PNF 2
90017 OTH 5
96025 ALZ 0
95358 OTH 31
92067 SUI 1
95942 INJ 0
95503 ALZ 22
95333 PNF 1
93001 HTD 53
95031 PNF 0
94060 HYP 0
93701 CLD 2
93536 CAN 105
93654 DIA 6
92129 NEP 0
95603 HOM 0
92345 HTD 175
95962 HYP 0
95965 DIA 4
95374 OTH 2
92108 CAN 18
95135 CLD 9
90723 CAN 48
92310 HTD 0
92173 ALZ 7
92004 HOM 0
95242 HTD 57
95630 SUI 7
90028 HTD 61
93619 NEP 2
93505 DIA 3
94573 HTD 3
92308 ALZ 13
93546 HOM 0
94587 DIA 22
91016 CLD 13
93552 PNF 2
91016 INJ 10
94028 CLD 2
90810 NEP 7
95951 HTD 1
91606 DIA 8
91905 CAN 4
92620 STK 7
92545 HOM 0
90011 HTD 93
93927 OTH 13
92503 PNF 12
90002 ALZ 5
95126 INJ 8
90746 LIV 3
96145 LIV 0
93235 HOM 0
96008 LIV 0
95482 ALZ 3
92127 HYP 6
96052 CAN 3
95615 DIA 0
95360 HTD 30
96035 CAN 10
92587 NEP 5
92329 SUI 0
94118 CAN 77
95363 HYP 1
91739 HOM 0
92354 STK 21
95426 NEP 0
96048 CLD 2
92649 HTD 64
93510 ALZ 0
95674 CAN 2
91202 NEP 2
90016 ALZ 12
92614 NEP 0
95374 DIA 1
93271 HYP 1
93510 OTH 5
92115 INJ 9
90045 NEP 6
94510 PNF 2
95046 ALZ 2
96013 STK 4
91945 PNF 2
93003 ALZ 11
91356 DIA 6
95379 PNF 0
96161 INJ 1
92028 PNF 12
95338 HYP 1
95639 HOM 0
91384 HYP 0
91950 OTH 85
95240 NEP 0
92223 PNF 6
94133 HYP 5
92069 HYP 8
92612 HTD 50
93105 DIA 1
94515 HYP 0
96161 ALZ 0
92404 SUI 10
93012 NEP 0
95388 CAN 18
95842 CAN 36
92344 INJ 2
93505 HYP 0
95955 SUI 0
91902 LIV 2
95614 PNF 0
95709 DIA 1
95409 LIV 2
95742 ALZ 1
93401 NEP 2
94536 STK 20
93252 STK 0
95677 CLD 8
92026 NEP 0
94964 DIA 0
95936 CAN 1
93602 PNF 0
93235 PNF 1
93402 SUI 1
95456 DIA 1
92307 PNF 10
95982 HOM 0
90034 PNF 11
96028 HTD 7
94108 CLD 9
90067 HTD 14
92708 DIA 4
92530 INJ 21
91752 SUI 6
94518 STK 14
95916 LIV 0
92284 HTD 99
93543 STK 3
95237 PNF 3
90245 PNF 2
90042 HYP 7
92354 CAN 54
95205 SUI 3
93625 PNF 3
95948 HTD 28
93274 LIV 16
92123 SUI 2
92555 CLD 10
95918 DIA 0
93656 HTD 5
95968 STK 0
94555 ALZ 1
96022 INJ 6
95563 ALZ 2
92651 HTD 48
95540 DIA 7
95668 STK 0
95948 OTH 31
91768 HOM 8
95979 DIA 0
92683 OTH 69
92007 OTH 8
95841 DIA 3
94709 OTH 7
95215 OTH 25
94583 SUI 3
93657 INJ 13
90023 HYP 4
91504 HYP 4
95112 PNF 8
95409 ALZ 35
96023 LIV 0
93721 DIA 3
92840 INJ 17
95822 ALZ 10
95623 HOM 0
92801 HTD 118
92230 CLD 2
91411 NEP 0
94567 PNF 0
92398 ALZ 0
94526 CAN 65
94132 LIV 3
94070 NEP 0
94608 LIV 6
94060 HTD 2
92675 INJ 11
95126 SUI 3
93265 CLD 5
90245 CLD 8
93657 CAN 49
94957 HYP 0
95485 OTH 7
94550 NEP 2
92310 STK 0
95490 DIA 7
93247 DIA 3
92086 HTD 4
91030 HOM 1
91016 LIV 9
95004 CAN 7
90604 HOM 4
93243 INJ 2
92262 SUI 6
94020 DIA 1
94535 DIA 0
95645 HTD 4
93660 NEP 0
90670 ALZ 3
96002 STK 23
95148 CAN 40
91505 HOM 1
90221 LIV 7
91977 PNF 12
90814 CLD 5
95333 INJ 1
94117 STK 9
95240 CAN 79
94523 INJ 8
91769 INJ 0
92342 HYP 1
91739 SUI 1
94585 CAN 32
96067 CLD 4
92657 LIV 0
92714 SUI 0
92508 INJ 7
94928 STK 11
95912 NEP 0
93432 SUI 1
93103 CLD 3
92701 HOM 0
90720 LIV 3
95835 STK 6
95632 HYP 3
95355 SUI 5
95926 ALZ 17
93950 HYP 1
92584 PNF 2
90062 HYP 2
92273 HOM 0
91506 INJ 4
95039 STK 0
92518 OTH 9
94925 CAN 11
92643 HYP 0
91775 STK 13
95612 STK 0
95665 CLD 2
95670 INJ 21
94595 STK 32
93265 PNF 2
95665 HYP 0
92066 ALZ 0
93901 STK 20
94619 CLD 7
92027 PNF 4
95405 INJ 8
90402 ALZ 7
90745 ALZ 4
93033 DIA 20
93701 STK 2
90275 HYP 7
91722 HOM 0
92683 CLD 34
92086 INJ 0
94970 NEP 0
95205 ALZ 4
91352 ALZ 0
94951 HOM 0
94559 NEP 0
93653 INJ 0
90017 NEP 0
95360 CAN 13
92260 DIA 9
